0	1
トマト が 食べ たい 時 の イタリアン 	ナポリタン 
寒い 日 に スープ が 飲み たい 	コーン ポタージュ 
和風 で イタリアン 	たら こ パスタ 
辛い もの が 食べ たい 時 の イタリアン 	ペペロンチーノ 
満足 感 が 得 られる 肉 と キャベツ 料理 	ロール キャベツ 
卵 料理 で ガッツリ 食べ たい 	キッシュ 
1 月 に 食べ たい 	おせち 
2 月 に 食べ たい 	恵方 巻き 
3 月 に 食べ たい 	ちらし寿司 
4 月 に 食べ たい 	ロール キャベツ 
7 月 に 食べ たい 	うなぎ 
8 月 に 食べ たい 	冷やし 中華 
9 月 に 食べ たい 	栗ご飯 
10 月 に 食べ たい 	パンプキン パイ 
11 月 に 食べ たい 	ビーフ シチュー 
12 月 に 食べ たい 	タ ー キー レッグ 
胃 が 疲れ た 時 	お 粥 
野菜 と 一緒 に 食べ たい 	しゃぶしゃぶ 
時間 が ある 時 の 優雅 な 朝ご飯 	フレンチ トースト 
ホテル の モーニング 	スクランブル エッグ 
とにかく 中華 料理 が 食べ たい 	麻婆 豆腐 
中国 に 行っ た 気分 に なれる 	火鍋 
ベーシック な 洋食 	ハンバーグ 
暑い の で サッパリ 	そうめん 
節分 の ご飯 	恵方 巻き 
クリスマス の ご 馳走 	フライド チキン 
長野 を 感じ たい 	野沢 菜 の お やき 
辛い の ガッツリ 食べ たい 	チゲ 鍋 
早く 起きれ た から ゆっくり 朝ごはん を 食べれる 	目玉 焼き 
寝坊 し た から 急い で ご飯 	お にぎり 
朝ごはん の 定番 の お とも 	納豆 
お腹 の 調子 が 良く ない 	納豆 
やる こと が 何 も 終わら ない 日 	お にぎり 
今日 は パン を 食べ たい 気分 	メロン パン 
ポケモン シール 欲しい な 	蒸し パン 
柔らかい パン を 食べ たい 	蒸し パン 
季節 の 風味 を 感じ れる パン を 食べ たい 	蒸し パン 
友達 の 家 で 女子 会 	チゲ 鍋 
辛い もの好き な 友達 と 鍋 食べる 	チゲ 鍋 
あつあつ の 刺激 つ よめな ご飯 	チゲ 鍋 
辛い 系 で 野菜 も 食べ たい 	チゲ 鍋 
こんにゃく 食べ たい 	お でん 
寒い から とにかく あったまり たい 	お でん 
いろいろ な 具材 と 合わせ て 食べれる 汁物 	お でん 
たまに は 屋台 で 食べ て 帰り たい 	お でん 
挑戦 し て み たい 料理 	タイ 料理 
野菜 を 摂取 し たい けど 野菜 を 食べる 気分 じゃ ない 	野菜 スムージー 
バイト 終わり 	水 ゼリー 
眠い 	パピ コ ( チョコ コーヒー ) 
夏 に 運動 し て 汗 を かい た 後 さっぱり し たい 	そうめん 
牛乳 を 消費 し たい 	クリーム シチュー 
暑い さっぱり 	パピ コ ( ホワイト サワー ) 
部活 の 前 に 適度 に ご飯 たべ たい 	そうめん 
運動 し た 後 で 食欲 が 旺盛 	豚丼 
寝 ながら 	パピ コ ( チョコ コーヒー ) 
冬 の 部活 帰り 	コンビニ の 肉まん 
夏 の 部活 帰り 	パピ コ ( チョコ コーヒー ) 
腸内 環境 を 良く し たい 	納豆 キムチ 
ちくわ ぶ を 食べ たい 	お でん 
アイス を 食べ たい 	パピ コ ( チョコ コーヒー ) 
血液 を サラサラ に し たい 	玉ねぎ 
夏 に 公園 で 遊ん でる 時 ちょっと 休憩 し たい 	クーリッシュ ( バニラ ) 
プール 帰り 	アイス 
友達 と シェア し たい 	パピ コ ( チョコ コーヒー ) 
豪快 に いき たい 気分 	ステーキ 
シナモン を 摂取 し たい 	シナモン ロール 
ちょこっと 食べ たい 	パピ コ ( チョコ コーヒー ) 
汗かき たい 	キムチ 鍋 
汗かき たく ない 	パピ コ ( チョコ コーヒー ) 
流行 って そう な もの を 食べ たい 	シカゴ ピザ 
グリコ 応援 し たい 	パピ コ ( チョコ コーヒー ) 
クセ が 強い もの 食べ たい 	パクチー 
腸内 環境 を 良く し たい 	納豆 キムチ 
体調 を 良く し たい 	納豆 キムチ 
肌荒れ を 治し たい 	納豆 キムチ 
クセ が 強い もの 食べ たい 	パクチー 
台湾 の 気分 	パクチー 
納豆 と 合わせ たい 	パクチー 
エスニック な もの 食べ たい 	パクチー 
ちょっと 辛い もの が 食べ たい 	カレー ライス 
タンパク 質 多め の 日本 食 	焼き魚 定食 
イタリアン で こってり し た もの 	カルボナーラ 
甘い ランチ 	フレンチ トースト 
友達 と ワイワイ 食べる 	ピザ 
小腹 が すい た 隙間 時間 	お にぎり 
パン 系 で 軽め に 食べ たい 	サンドウィッチ 
お腹 に 優しい もの が いい な 	お 粥 
疲れ が 取れ て 温まる もの 	薬膳 鍋 
温かい 麺類 食べ たい けど 野菜 も 摂取 し たい 	ちゃんぽん 
ガッツリ お 肉 食べ たい 	ステーキ 
脂質 低め で 贅沢 な お 食事 食べ たい 	お 寿司 
パクチー 入っ て て 手軽 に 食べれる もの 	バインミー 
お 金 ない けど 牛肉 食べ たい 	牛丼 
エスニック で 糖質 少なめ が いい な 	バインセオ 
暑い の で さっぱり 冷たい もの が 食べ たい 	ざる そば 
身体 が 温まる 洋食 	クリーム シチュー 
北海道 の 風 を 感じ たい 	ジンギスカン 
こってり 系 で 楽しく 食べれる もの 	串カツ 
魚 系 で 非 日常 感 ある 贅沢 し たい 	うな重 
いろんな 種類 の 魚介 楽しみ たい 	海鮮 丼 
ワイン に 合っ て 軽く 食べれる もの 	フラムクーヘン 
甘辛 な チキン 	ヤンニョムチキン 
肉汁 たっぷり な メイン 	ハンバーグ 
キャベツ と 合わせ て お 肉 食べ たい 	生姜 焼き 
ハワイ 気分 に なれる 	ロコモコ 
真冬 に こたつ で あったまり たい 	お でん 
熱く て 辛い もの 食べ て スッキリ し たい 	火鍋 
童心 に 帰り たい 	お 子 様 ランチ 
ヘルシー に 豚肉 食べ たい 	しゃぶしゃぶ 
チーズ 入っ てる お 米系 	ドリア 
サラッ と 食べれる ねばねば 系 	とろろそば 
インパクト ある 魚介 料理 	ロブスター 
軽く 鶏肉 食べ たい 	焼き鳥 
濃いめ の 味付け で 豚肉 食べ たい 	豚丼 
試合 前 の 勝負 飯 	カツ 
食欲 ない けど さらっ と 食べ たい 	お 茶漬け 
安く 素早く たべれる 麺類 	ラーメン 
子供 と 一緒 に 思いっきり お腹 を 満たす 	焼肉 
ケチャップ と 一緒 に 卵 料理 	オムライス 
朝ごはん 簡単 に 済ま せ たい 	卵かけ ご飯 
レモン サワー に あう 揚げ物 	唐揚げ 
ひな祭り の ごはん 	ちらし寿司 
みんな で ワイワイ チーズ 系 	チーズ フォンデュ 
野菜 たくさん 取れる 韓国 料理 	ビビンバ 
スパイス の きい て いる もの 	カレー ライス 
台湾 な 感じ で お 肉 食べ たい 	ルーロー 飯 
身体 が あったまる 手軽 に 食べれる もの 	肉まん 
野菜 も お 肉 も 食べ たい 	野菜 炒め 
暑い の で 身体 を 冷やす 麺 料理 が いい な 	冷やし 中華 
すごく 甘い もの 食べ たい 	パンケーキ 
身体 の 冷え と 疲労 感 に 効く もの 食べ たい な 	参鶏湯 
給食 で 食べ て た 懐かしい もの 	揚げ パン 
すごい お腹 すい た から お 肉 食べ たい 	ハンバーグ 
秋 の オ ススメ の 魚 は ？ 	秋刀魚 の 塩焼き 
大 人数 で シェア し たい 	ピザ 
お 祭り の 屋台 の 定番 メシ 	焼きそば 
大通 公園 で 食べ たい 	焼き トウキビ 
みんな で ワイワイ 作っ て 食べ たい 	たこ焼き 
眠れ ない 夜 に 	ホット ココア 
アメリカン な 飲み物 	コーラ 
生魚 が 食べ たい 	お 寿司 
新鮮 な お 魚 が 食べ たい 	お 寿司 
日本 の 伝統 食 が 食べ たい 	お 寿司 
酢飯 が 食べ たい 	お 寿司 
流行り の スイーツ が 食べ たい 	カヌレ 
セブン で 美味しい もの が 食べ たい 	からあげ 棒 
ファミマ で 美味しい もの 	ファミチキ 
ローソン で 美味しい もの 	冷凍 の 馬刺し 
こんにゃく 料理 	こんにゃく ステーキ 
お 寿司 に 合う 食べ物 	茶碗 蒸し 
手軽 に 焼き魚 が 食べ たい 	焼き 鯖 おにぎり 
甘く て ほっと する スープ が 飲み たい 	コーン スープ 
うち の オ カン が 好き な 朝ごはん 	コーンフレーク 
朝 から 楽 し て 腹 を 満たし たい 	コーンフレーク 
中華 な 気分 	天津 炒飯 
タカノ さん が よく 作る やつ 	ほうれん 草 の おひたし 
名古屋 名物 	ひつまぶし 
大 親友 の 彼女 の 連れ が 作り そう な 食べ物 	パスタ 
定番 の メキシコ 料理 	タ コス 
頭 を 冷やし たい 気分 	アイス クリーム 
コンビニ の おにぎり は 少し 飽き ちゃっ た 	海苔巻き 
温かく て 美味しい やつ 	もつ鍋 
パワー が 欲しく て ガッツリ 	餃子 
疲れ て 何 も し たく ない 	アルコール 
お腹 すい たぁ 、 沢山 食べ たい よぉ 	焼肉 
クリーム 系 の あったかい もの 	クリーム シチュー 
あまり の 食材 で 何 を たべよう か な 	もん じゃ 
アメリカ から 来 た 友達 と 日本 食 	お 寿司 
クリーム たっぷり と 甘い もの で お腹 を 満たし たい 	パンケーキ 
小腹 が 空い た 時 に 食べ たい 	ゆでたまご 
秋 を 感じ たい 	栗ご飯 
春 を 感じ たい 	筍 ご飯 
夏 を 感じ たい 	冷やし 中華 
冬 を 感じ たい 	クリーム シチュー 
ネバネバ し てる やつ 	オクラ 
ネバネバ し てる やつ 	納豆 
ネバネバ し てる やつ 	とろろ 
ネバネバ し てる やつ 	めかぶ 
小腹 が 空い た 時 に 食べ たい 	納豆 
小腹 が 空い た 時 に 食べ たい 	干し芋 
小腹 が 空い た 時 に たべ たい 	ビスケット 
魚 も ご飯 も いっぱい たべ たい 	海鮮 丼 
せっかく の 築地 で の お 昼 	海鮮 丼 
資料 作成 が 終わっ て ない けど 、 ご飯 は 食べ たい 	お にぎり 
今日 の 朝 は パン で 、 昼 は カレー ライス 、 夜 は ？ 	焼きそば 
暑い 夏 に 屋台 で ごはん 	焼きそば 
ジャンキー な もの 食べ たい 	フライド チキン 
頑張っ た 一 週間 の ご 褒美 	お 寿司 
胃腸 が 疲れ てる な 	お かゆ 
疲れ 切っ てる の で 元気 に なれる もの 食べ たい 	ハンバーグ 
貧血 気味 	カツオ の たたき 
矯正 の メンテナンス し た 直後 だ から 柔らかい もの 食べ たい 	卵 がゆ 
スタミナ つく ごはん 	餃子 
減量 し なきゃ 	サラダ チキン 
罪悪 感 の 少ない 夜食 	雑炊 
秋 の 味覚 	さん ま 
おしゃれ な モーニング 	フレンチ トースト 
友達 と カフェ で ごはん 	フレンチ トースト 
暑い 日 に サッパリ し た もの 	冷しゃぶ 
寒い 冬 の 日 に 食べ たい 	グラタン 
卵 の 気分 	オムライス 
お 米系 で 贅沢 な もの 食べ たい 	うな重 
大阪 で 食べる べき もの 	たこ焼き 
野菜 不足 が 深刻 だ な 	ミネストローネ 
タンパク 質 豊富 な タイ 料理 食べ たい 	カオマンガイ 
刺激 強め の もの 食べ たい 	火鍋 
下町 っぽい もの 	もん じゃ 
魚介 の 旨味 を 感じ られる お 米系 の もの 	パエリア 
あきのぶ さん と 食べ たい 	飲茶 
仙台 に 来 たら 	牛タン 
お 出汁 の 旨味 を 感じ たい 	出汁 茶漬け 
幸せ な 気分 に なり たい 	お 寿司 
パリパリ 食感 を 感じ たい 	グミッツェル 
疲れ た から ジャンキー な もの 	韓国 チキン 
いい 女 風 の 軽い ランチ 	サラダ ラップ 
和食 で 食感 を 楽しみ たい 	いくら 丼 
夜 に 罪悪 感 を 感じ たい 	家系 ラーメン 
ストレス を 発散 し たい 	激辛 ラーメン 
身体 動かし た 後 に 食べ たい 	酢 多め の ちゃんぽん 
夏バテ し て 何 も 食べ たく ない 	冷しゃぶ 
大阪 王将 で 食べ たい やつ 	ふわとろ 天津 飯 
お 米 メイン で スパイシー 	ビ リヤ ニ 
短 時間 で パッ と 食べれる もの 	サンドウィッチ 
お腹 が すい た ジャンク 	ピザ 
やる気 の ない 昼食 	チャーハン 
疲れ た から 甘い もの 食べ たい 	スイート ポテト 
お 手軽 で 安い 昼ごはん 	マック 
マック の 主食 	ポテト 
アジア 料理 の 後 の デザート 	杏仁 豆腐 
今日 は 特別 な 日 だ な 。 	ハンバーグ 
しっかり 食べ て 、 パワー チャージ し た 	トンカツ 
真冬 に お 家 で あっ た かいもの 食べ たい 	クリーム シチュー 
兄 が 帰っ て き た から 、 ご飯 を つくっ て あげる 	トンカツ 
長崎 の 風 を 感じ たい な 。 	ちゃんぽん 
たっぷり 野菜 と 麺 	ちゃんぽん 
スタミナ が つく 、 和食 が 食べ たい な 	生姜 焼き 定食 
午後 の 授業 眠たく なり たく ない 	カレー ライス 
１ 限 の 前 に 簡単 な 朝ごはん 	お にぎり 
サクッ と に 中華 料理 を あじわい たい 	餃子 
護国寺 で 美味しい 和 菓子 が 食べ たい な 	豆 大福 
京都 で 美味しい お 土産 に なる もの 	八 つ 橋 
体調 悪い とき に たべる ご飯 	うどん 
冷たく て 、 甘い もの が 食べ たい 	かき氷 
お腹 に 優しい 食べ物 	ヨーグルト 
眠い 	コーヒー ゼリー 
いつ も 	ラーメン 
がっつり し た サンドイッチ が 食べ たい 	カツ サンド 
バスケ 部 の 思い出 の 味 	ドリア 
学食 	醤油 ラーメン 
お 母 さん の 暖か さ を 感じ たい 	味噌 汁 
後輩 と 一緒 に カフェ に ご飯 を 食べ に 行く 	フレンチ トースト 
時間 が ない 、 栄養 欲しい 	お にぎり 
野菜 	トマト 
家族 で 楽しく 	鍋 
お 昼過ぎ に 甘い もの が たべ たい 	フレンチ トースト 
寒い 日 に 温まり たい 	鍋 
暑い 	パピコ 
汗 を ひたすら に かき たい 	薬膳 鍋 
クリーム たっぷり 、 フルーツ たっぷり で かわいい 	フレンチ トースト 
忘年 会 で ビール と 一緒 に 食べる 	もつ鍋 
写真 映え する スイーツ が 食べ たい 	クリーム サンド 
野菜 嫌い で も 野菜 を 食べ たい 	味 噌鍋 
残り の 食材 と キャベツ を たっぷり 食べ たい 	もん じゃ 
和食 も 食べ たい し 、 洋食 も 食べ たい 	醤油 ステーキ 
打ち上げ で 鉄板 焼き を 食べ たい 	お好み焼き 
お 父 さん と 二人 で お 留守 番 の 日 に 食べる ごはん 	牛丼 
